Name,Jones (vector)
12a_285,{-8; 4; -1; 4; -9; 18; -27; 33; -36; 34; -28; 20; -11; 5; -1}
12a_286,{-5; 7; -1; 4; -9; 18; -27; 34; -37; 35; -29; 21; -12; 5; -1}
12a_287,{-9; 3; 1; -4; 10; -19; 28; -36; 39; -36; 31; -21; 12; -5; 1}
12a_288,{-9; 3; 1; -4; 11; -21; 30; -38; 41; -38; 32; -21; 12; -5; 1}
12a_289,{0; 12; 1; -3; 8; -15; 23; -28; 31; -29; 24; -17; 9; -4; 1}
12a_290,{-3; 9; 1; -3; 7; -13; 20; -24; 27; -26; 21; -15; 9; -4; 1}
12a_291,{-4; 8; 1; -3; 7; -12; 18; -22; 23; -22; 19; -13; 8; -4; 1}
12a_292,{-8; 4; -1; 4; -10; 18; -27; 33; -34; 33; -26; 18; -10; 4; -1}
12a_293,{3; 15; 1; -3; 9; -16; 26; -33; 36; -35; 29; -21; 12; -5; 1}
12a_294,{-11; 1; -1; 3; -8; 15; -23; 29; -31; 30; -24; 18; -10; 4; -1}
12a_295,{3; 15; 1; -3; 9; -15; 24; -30; 32; -32; 26; -18; 11; -5; 1}
12a_296,{-3; 9; 1; -3; 9; -17; 26; -34; 37; -35; 30; -21; 12; -5; 1}
12a_297,{-11; 1; -1; 3; -7; 13; -19; 22; -24; 23; -17; 13; -7; 3; -1}
12a_298,{-8; 4; -1; 3; -8; 14; -20; 26; -26; 25; -21; 14; -8; 4; -1}
12a_299,{-2; 10; 1; -3; 7; -12; 18; -22; 25; -24; 20; -15; 9; -4; 1}
12a_300,{-3; 9; 1; -3; 7; -12; 18; -22; 24; -23; 19; -13; 8; -4; 1}
12a_301,{-7; 5; -1; 4; -10; 18; -26; 33; -35; 33; -27; 19; -10; 4; -1}
12a_302,{-10; 2; -1; 3; -7; 12; -17; 21; -23; 22; -17; 13; -7; 3; -1}
12a_303,{-7; 5; -1; 3; -7; 12; -17; 22; -23; 23; -19; 13; -8; 4; -1}
12a_304,{-10; 2; 1; -3; 7; -12; 16; -20; 21; -19; 16; -11; 7; -3; 1}
12a_305,{-4; 8; -1; 3; -7; 13; -18; 24; -26; 25; -21; 15; -9; 4; -1}
12a_306,{-9; 3; 1; -3; 7; -12; 17; -22; 23; -21; 18; -12; 7; -3; 1}
12a_307,{-5; 7; -1; 3; -7; 13; -18; 23; -24; 23; -19; 13; -8; 4; -1}
12a_308,{-7; 5; -1; 4; -9; 17; -24; 29; -32; 30; -24; 17; -9; 4; -1}
12a_309,{-5; 7; -1; 4; -10; 20; -29; 36; -39; 37; -30; 21; -12; 5; -1}
12a_310,{-6; 6; 1; -4; 10; -19; 29; -36; 39; -37; 31; -21; 12; -5; 1}
12a_311,{0; 12; 1; -3; 8; -15; 22; -27; 31; -28; 23; -17; 9; -4; 1}
12a_312,{-1; 11; 1; -3; 7; -13; 19; -22; 25; -23; 19; -14; 8; -4; 1}
12a_313,{-2; 10; -1; 4; -9; 17; -25; 31; -32; 31; -25; 17; -10; 4; -1}
12a_314,{0; 12; 1; -4; 10; -18; 27; -32; 35; -32; 26; -18; 9; -4; 1}
12a_315,{0; 12; 1; -3; 9; -16; 25; -32; 35; -34; 28; -20; 12; -5; 1}
12a_316,{-6; 6; 1; -4; 11; -21; 32; -41; 45; -43; 36; -25; 15; -6; 1}
12a_317,{-10; 2; -1; 4; -11; 20; -30; 38; -41; 40; -32; 23; -13; 5; -1}
12a_318,{-8; 4; -1; 3; -8; 15; -22; 29; -31; 30; -25; 18; -11; 5; -1}
12a_319,{3; 15; 1; -3; 8; -14; 22; -26; 29; -28; 22; -16; 9; -4; 1}
12a_320,{2; 14; 1; -3; 7; -12; 19; -22; 24; -23; 19; -14; 8; -4; 1}
12a_321,{1; 13; 1; -3; 8; -13; 20; -24; 26; -26; 21; -15; 9; -4; 1}
12a_322,{0; 12; 1; -3; 8; -14; 22; -27; 29; -28; 23; -16; 9; -4; 1}
12a_323,{-6; 6; 1; -5; 12; -22; 32; -38; 41; -37; 30; -20; 10; -4; 1}
12a_324,{-8; 4; -1; 4; -10; 19; -28; 34; -36; 34; -27; 19; -10; 4; -1}
12a_325,{-8; 4; -1; 4; -10; 19; -29; 36; -38; 37; -30; 21; -12; 5; -1}
12a_326,{-2; 10; -1; 4; -9; 18; -26; 32; -34; 32; -26; 18; -10; 4; -1}
12a_327,{-10; 2; -1; 4; -9; 15; -22; 26; -27; 26; -20; 14; -7; 3; -1}
12a_328,{-4; 8; -1; 4; -10; 19; -27; 35; -38; 36; -30; 21; -12; 5; -1}
12a_329,{0; 12; 1; -2; 6; -10; 15; -20; 22; -21; 18; -13; 8; -4; 1}
12a_330,{-1; 11; 1; -2; 5; -8; 11; -13; 14; -13; 11; -8; 5; -3; 1}
12a_331,{-11; 1; -1; 3; -8; 15; -21; 26; -28; 26; -21; 15; -8; 4; -1}
12a_332,{-10; 2; -1; 3; -8; 14; -19; 25; -27; 25; -21; 15; -8; 4; -1}
12a_333,{-6; 6; 1; -4; 10; -19; 28; -35; 39; -36; 30; -21; 12; -5; 1}
12a_334,{-7; 5; -1; 4; -11; 20; -29; 37; -39; 38; -31; 21; -12; 5; -1}
12a_335,{-4; 8; -1; 4; -11; 21; -31; 40; -43; 42; -34; 24; -14; 5; -1}
12a_336,{0; 12; 1; -3; 8; -15; 24; -30; 34; -33; 27; -20; 12; -5; 1}
12a_337,{-3; 9; 1; -4; 11; -21; 31; -38; 42; -39; 32; -22; 12; -5; 1}
12a_338,{-3; 9; 1; -3; 8; -15; 22; -27; 30; -28; 23; -16; 9; -4; 1}
12a_339,{-1; 11; 1; -3; 7; -12; 18; -22; 24; -22; 19; -14; 8; -4; 1}
12a_340,{-3; 9; 1; -4; 10; -19; 29; -36; 40; -37; 31; -22; 12; -5; 1}
12a_341,{-6; 6; 1; -4; 10; -19; 28; -34; 37; -34; 28; -19; 10; -4; 1}
12a_342,{-6; 6; 1; -4; 10; -19; 29; -35; 38; -36; 29; -20; 11; -4; 1}
12a_343,{-3; 9; 1; -3; 8; -15; 23; -29; 32; -30; 25; -18; 10; -4; 1}
12a_344,{3; 15; 1; -2; 6; -10; 16; -20; 22; -21; 17; -13; 7; -3; 1}
12a_345,{2; 14; 1; -2; 5; -8; 12; -14; 16; -15; 12; -10; 6; -3; 1}
12a_346,{-5; 7; -1; 4; -9; 17; -25; 31; -33; 32; -26; 18; -11; 5; -1}
12a_347,{-4; 8; -1; 4; -9; 18; -26; 33; -37; 35; -29; 21; -12; 5; -1}
12a_348,{-6; 6; 1; -3; 9; -17; 25; -33; 36; -34; 29; -20; 12; -5; 1}
12a_349,{-11; 1; -1; 3; -8; 15; -23; 30; -32; 31; -26; 19; -11; 5; -1}
12a_350,{0; 12; 1; -3; 9; -17; 26; -33; 37; -35; 29; -21; 12; -5; 1}
12a_351,{-7; 5; -1; 4; -10; 18; -26; 33; -35; 33; -27; 19; -10; 4; -1}
12a_352,{-9; 3; 1; -4; 10; -20; 30; -38; 42; -39; 33; -23; 13; -5; 1}
12a_353,{-2; 10; -1; 3; -7; 14; -20; 27; -29; 28; -24; 17; -11; 5; -1}
12a_354,{-2; 10; -1; 4; -10; 20; -29; 38; -41; 39; -33; 23; -14; 6; -1}
12a_355,{3; 15; 1; -2; 6; -10; 15; -18; 20; -19; 15; -11; 6; -3; 1}
12a_356,{2; 14; 1; -2; 5; -8; 12; -14; 15; -14; 12; -9; 5; -3; 1}
12a_357,{-5; 7; -1; 3; -7; 14; -20; 25; -27; 26; -21; 15; -9; 4; -1}
12a_358,{-4; 8; -1; 5; -12; 21; -30; 38; -40; 38; -31; 21; -12; 5; -1}
12a_359,{-6; 6; 1; -5; 13; -24; 36; -45; 49; -46; 38; -26; 15; -6; 1}
12a_360,{-5; 7; -1; 4; -9; 17; -26; 33; -35; 34; -28; 20; -12; 5; -1}
12a_361,{-6; 6; 1; -5; 14; -26; 39; -49; 53; -50; 41; -28; 16; -6; 1}
12a_362,{-11; 1; -1; 4; -10; 19; -30; 38; -41; 40; -33; 24; -14; 6; -1}
12a_363,{-11; 1; -1; 4; -10; 18; -27; 34; -36; 34; -28; 20; -11; 5; -1}
12a_364,{-9; 3; 1; -5; 12; -23; 34; -42; 46; -42; 35; -24; 13; -5; 1}
12a_365,{-7; 5; 1; -3; 6; -11; 15; -18; 20; -18; 16; -11; 7; -4; 1}
12a_366,{-6; 6; 1; -3; 7; -14; 21; -27; 31; -29; 25; -18; 11; -5; 1}
12a_367,{4; 16; 1; -2; 6; -9; 14; -18; 20; -20; 17; -13; 8; -4; 1}
12a_368,{3; 15; 1; -3; 8; -13; 20; -24; 26; -25; 20; -14; 8; -4; 1}
12a_369,{-12; 0; -1; 2; -4; 6; -8; 9; -9; 9; -7; 6; -3; 2; -1}
12a_370,{-11; 1; -1; 2; -5; 9; -13; 16; -17; 17; -13; 10; -6; 3; -1}
12a_371,{-11; 1; -1; 2; -5; 8; -11; 14; -14; 14; -11; 8; -5; 3; -1}
12a_372,{-10; 2; -1; 2; -6; 11; -16; 22; -24; 24; -20; 15; -9; 4; -1}
12a_373,{1; 13; 1; -3; 7; -11; 17; -20; 22; -22; 18; -13; 8; -4; 1}
12a_374,{-6; 6; 1; -4; 9; -16; 23; -28; 30; -27; 23; -15; 8; -4; 1}
12a_375,{-11; 1; -1; 3; -7; 11; -15; 18; -18; 16; -12; 9; -4; 2; -1}
12a_376,{-10; 2; -1; 3; -7; 11; -16; 20; -20; 20; -16; 11; -6; 3; -1}
12a_377,{-6; 6; 1; -4; 10; -18; 26; -33; 36; -33; 28; -19; 11; -5; 1}
12a_378,{-5; 7; 1; -3; 6; -10; 14; -17; 19; -18; 16; -11; 7; -4; 1}
12a_379,{-10; 2; -1; 2; -4; 6; -8; 10; -10; 10; -8; 6; -3; 2; -1}
12a_380,{-9; 3; -1; 2; -4; 6; -8; 10; -10; 11; -9; 7; -5; 3; -1}
12a_381,{-3; 9; 1; -2; 6; -11; 17; -22; 24; -24; 20; -14; 9; -4; 1}
12a_382,{-10; 2; 1; -3; 6; -11; 16; -19; 20; -19; 16; -11; 7; -3; 1}
12a_383,{-8; 4; -1; 3; -7; 13; -19; 24; -25; 24; -20; 14; -8; 4; -1}
12a_384,{-9; 3; 1; -3; 7; -13; 18; -22; 24; -22; 18; -12; 7; -3; 1}
12a_385,{-7; 5; -1; 3; -7; 13; -18; 23; -25; 24; -20; 14; -8; 4; -1}
12a_386,{-11; 1; -1; 3; -8; 14; -21; 28; -29; 28; -24; 17; -10; 5; -1}
12a_387,{-7; 5; -1; 4; -10; 19; -28; 36; -39; 37; -31; 22; -12; 5; -1}
12a_388,{-6; 6; 1; -4; 10; -19; 29; -36; 39; -37; 31; -21; 12; -5; 1}
12a_389,{-9; 3; 1; -5; 12; -24; 37; -46; 51; -48; 40; -28; 16; -6; 1}
12a_390,{-3; 9; 1; -4; 10; -19; 29; -35; 39; -37; 30; -21; 12; -5; 1}
12a_391,{3; 15; 1; -3; 8; -14; 22; -27; 30; -28; 23; -17; 9; -4; 1}
12a_392,{2; 14; 1; -3; 7; -12; 18; -21; 24; -22; 18; -14; 8; -4; 1}
12a_393,{0; 12; 1; -4; 11; -20; 31; -38; 42; -40; 32; -23; 13; -5; 1}
12a_394,{-11; 1; -1; 3; -8; 14; -21; 27; -28; 27; -22; 16; -9; 4; -1}
12a_395,{-10; 2; -1; 3; -8; 14; -21; 27; -28; 28; -23; 16; -9; 4; -1}
12a_396,{-5; 7; -1; 4; -9; 17; -24; 28; -30; 28; -21; 15; -8; 3; -1}
12a_397,{0; 12; 1; -4; 10; -17; 25; -30; 33; -30; 24; -17; 9; -4; 1}
12a_398,{-2; 10; 1; -4; 9; -15; 22; -26; 29; -27; 22; -16; 9; -4; 1}
12a_399,{-10; 2; -1; 4; -10; 17; -25; 31; -33; 32; -25; 18; -10; 4; -1}
12a_400,{-2; 10; -1; 4; -9; 17; -24; 30; -32; 30; -24; 17; -10; 4; -1}
12a_401,{-4; 8; -1; 4; -8; 14; -19; 23; -25; 23; -18; 13; -7; 3; -1}
12a_402,{-4; 8; -1; 5; -12; 22; -32; 40; -43; 41; -33; 23; -13; 5; -1}
12a_403,{-5; 7; -1; 4; -9; 17; -25; 31; -33; 31; -25; 18; -10; 4; -1}
12a_404,{-7; 5; 1; -3; 7; -12; 18; -23; 24; -23; 20; -14; 9; -4; 1}
12a_405,{-3; 9; 1; -3; 8; -14; 22; -28; 30; -29; 24; -17; 10; -4; 1}
12a_406,{-3; 9; 1; -3; 8; -14; 21; -26; 28; -27; 22; -15; 9; -4; 1}
12a_407,{-10; 2; -1; 4; -11; 20; -29; 37; -40; 38; -31; 22; -12; 5; -1}
12a_408,{0; 12; 1; -4; 11; -21; 33; -41; 46; -44; 36; -26; 15; -6; 1}
12a_409,{1; 13; 1; -3; 7; -11; 17; -20; 22; -22; 18; -13; 8; -4; 1}
12a_410,{0; 12; 1; -4; 10; -17; 26; -31; 33; -31; 25; -17; 9; -4; 1}
12a_411,{-11; 1; -1; 3; -7; 12; -18; 22; -23; 23; -18; 13; -8; 4; -1}
12a_412,{-10; 2; -1; 3; -8; 15; -23; 30; -33; 33; -27; 20; -12; 5; -1}
12a_413,{-4; 8; -1; 5; -12; 22; -33; 41; -44; 43; -34; 24; -14; 5; -1}
12a_414,{-1; 11; 1; -3; 7; -11; 17; -21; 22; -21; 18; -13; 8; -4; 1}
12a_415,{-6; 6; 1; -4; 10; -19; 29; -36; 40; -38; 31; -22; 13; -5; 1}
12a_416,{-4; 8; -1; 4; -9; 17; -24; 30; -33; 31; -25; 18; -10; 4; -1}
12a_417,{-9; 3; 1; -4; 10; -19; 29; -37; 40; -38; 32; -22; 13; -5; 1}
12a_418,{-8; 4; -1; 4; -11; 20; -29; 37; -39; 37; -30; 21; -12; 5; -1}
12a_419,{-4; 8; -1; 5; -12; 23; -33; 41; -45; 42; -34; 24; -13; 5; -1}
12a_420,{3; 15; 1; -2; 5; -8; 13; -15; 17; -17; 13; -10; 6; -3; 1}
12a_421,{2; 14; 1; -3; 7; -11; 17; -19; 20; -19; 15; -11; 6; -3; 1}
12a_422,{-9; 3; -1; 2; -4; 6; -8; 9; -9; 10; -7; 6; -4; 2; -1}
12a_423,{-8; 4; -1; 2; -5; 9; -13; 17; -18; 18; -14; 11; -7; 3; -1}
12a_424,{-8; 4; -1; 3; -7; 12; -17; 20; -20; 19; -14; 10; -5; 2; -1}
12a_425,{-7; 5; -1; 2; -4; 7; -9; 11; -12; 12; -9; 7; -4; 2; -1}
12a_426,{-6; 6; 1; -4; 10; -20; 31; -39; 44; -42; 35; -25; 15; -6; 1}
12a_427,{-6; 6; 1; -4; 10; -19; 27; -33; 37; -33; 27; -19; 10; -4; 1}
12a_428,{-5; 7; -1; 3; -7; 13; -19; 24; -25; 25; -20; 14; -9; 4; -1}
12a_429,{-4; 8; -1; 3; -7; 14; -20; 26; -29; 28; -23; 17; -10; 4; -1}
12a_430,{-11; 1; -1; 4; -10; 18; -27; 33; -35; 33; -26; 19; -10; 4; -1}
12a_431,{3; 15; 1; -4; 12; -21; 33; -41; 44; -42; 34; -24; 13; -5; 1}
12a_432,{3; 15; 1; -3; 9; -16; 25; -31; 34; -32; 26; -19; 10; -4; 1}
12a_433,{0; 12; 1; -3; 8; -15; 22; -27; 31; -28; 23; -17; 9; -4; 1}
12a_434,{-8; 4; -1; 3; -8; 15; -23; 29; -30; 30; -24; 17; -10; 4; -1}
12a_435,{-6; 6; 1; -4; 10; -19; 27; -33; 37; -33; 27; -19; 10; -4; 1}
12a_436,{-8; 4; -1; 3; -7; 12; -17; 21; -22; 21; -16; 12; -7; 3; -1}
12a_437,{-7; 5; -1; 3; -7; 12; -17; 22; -23; 22; -18; 13; -7; 3; -1}
12a_438,{-7; 5; -1; 3; -8; 16; -23; 30; -33; 32; -27; 19; -11; 5; -1}
12a_439,{-6; 6; 1; -5; 13; -25; 38; -47; 52; -49; 40; -28; 16; -6; 1}
12a_440,{-1; 11; -1; 3; -6; 12; -16; 21; -23; 22; -19; 13; -8; 4; -1}
12a_441,{-2; 10; -1; 4; -9; 17; -24; 30; -31; 29; -24; 16; -9; 4; -1}
12a_442,{3; 15; 1; -2; 5; -8; 12; -14; 16; -15; 12; -9; 5; -3; 1}
12a_443,{2; 14; 1; -3; 7; -11; 16; -18; 19; -17; 14; -10; 5; -3; 1}
12a_444,{0; 12; 1; -3; 7; -11; 16; -19; 20; -18; 15; -10; 5; -3; 1}
12a_445,{-8; 4; -1; 4; -9; 15; -22; 26; -26; 25; -19; 13; -7; 3; -1}
12a_446,{-4; 8; -1; 4; -10; 18; -26; 34; -36; 35; -29; 20; -12; 5; -1}
12a_447,{-7; 5; -1; 3; -6; 10; -14; 17; -18; 18; -14; 10; -6; 3; -1}
12a_448,{-4; 8; 1; -2; 5; -8; 12; -15; 15; -15; 13; -9; 6; -3; 1}
12a_449,{-8; 4; -1; 3; -7; 14; -21; 27; -29; 28; -24; 17; -10; 5; -1}
12a_450,{-10; 2; -1; 3; -8; 15; -23; 30; -32; 32; -27; 19; -11; 5; -1}
12a_451,{-4; 8; -1; 4; -10; 19; -28; 36; -38; 37; -31; 21; -12; 5; -1}
12a_452,{-6; 6; 1; -4; 10; -20; 30; -37; 41; -38; 32; -22; 12; -5; 1}
12a_453,{-6; 6; 1; -3; 7; -12; 18; -22; 23; -22; 18; -12; 7; -3; 1}
12a_454,{-5; 7; 1; -2; 5; -8; 11; -14; 15; -15; 13; -9; 6; -3; 1}
12a_455,{-8; 4; -1; 4; -10; 19; -28; 35; -38; 36; -29; 21; -12; 5; -1}
12a_456,{-6; 6; 1; -4; 10; -18; 27; -33; 36; -34; 27; -19; 11; -4; 1}
12a_457,{-8; 4; -1; 4; -11; 21; -31; 40; -43; 41; -34; 24; -14; 6; -1}
12a_458,{-6; 6; 1; -5; 13; -24; 35; -43; 47; -43; 35; -24; 13; -5; 1}
12a_459,{-10; 2; -1; 4; -10; 19; -28; 35; -39; 37; -30; 22; -12; 5; -1}
12a_460,{-6; 6; 1; -3; 8; -16; 25; -32; 35; -34; 29; -20; 12; -5; 1}
12a_461,{0; 12; 1; -3; 9; -17; 27; -34; 37; -36; 30; -21; 12; -5; 1}
12a_462,{-6; 6; 1; -3; 7; -13; 19; -23; 25; -23; 19; -13; 7; -3; 1}
12a_463,{-5; 7; 1; -2; 5; -9; 12; -15; 17; -16; 14; -10; 6; -3; 1}
12a_464,{-7; 5; -1; 4; -10; 19; -27; 33; -36; 34; -27; 19; -10; 4; -1}
12a_465,{-6; 6; 1; -4; 11; -20; 29; -36; 39; -36; 29; -20; 11; -4; 1}
12a_466,{-11; 1; -1; 3; -8; 16; -24; 30; -33; 32; -26; 19; -11; 5; -1}
12a_467,{-9; 3; 1; -4; 11; -22; 32; -40; 44; -41; 34; -23; 13; -5; 1}
12a_468,{-8; 4; -1; 3; -8; 15; -22; 28; -30; 29; -23; 17; -10; 4; -1}
12a_469,{-5; 7; -1; 4; -10; 18; -26; 33; -34; 32; -26; 18; -10; 4; -1}
12a_470,{-3; 9; 1; -5; 12; -21; 31; -37; 40; -36; 29; -20; 10; -4; 1}
12a_471,{-6; 6; 1; -2; 4; -7; 10; -12; 13; -12; 10; -7; 4; -2; 1}
12a_472,{-12; 0; 1; -4; 9; -18; 27; -34; 38; -36; 30; -21; 13; -5; 1}
12a_473,{-7; 5; -1; 5; -13; 24; -35; 43; -46; 44; -35; 24; -13; 5; -1}
12a_474,{-9; 3; 1; -4; 11; -22; 33; -42; 46; -44; 37; -25; 15; -6; 1}
12a_475,{-4; 8; -1; 4; -10; 20; -29; 37; -41; 39; -32; 23; -13; 5; -1}
12a_476,{-10; 2; 1; -3; 7; -13; 18; -23; 25; -23; 20; -14; 9; -4; 1}
12a_477,{-6; 6; 1; -3; 8; -14; 20; -25; 27; -25; 20; -14; 8; -3; 1}
12a_478,{-8; 4; -1; 4; -10; 18; -26; 32; -34; 32; -25; 18; -10; 4; -1}
12a_479,{-7; 5; -1; 4; -11; 21; -30; 38; -41; 39; -32; 22; -12; 5; -1}
12a_480,{-3; 9; 1; -5; 13; -23; 35; -43; 46; -43; 35; -24; 13; -5; 1}
12a_481,{-7; 5; 1; -3; 7; -11; 15; -18; 18; -16; 13; -9; 5; -2; 1}
12a_482,{-6; 6; 1; -2; 5; -8; 11; -14; 14; -13; 11; -7; 4; -2; 1}
12a_483,{-9; 3; 1; -5; 14; -27; 40; -50; 54; -51; 42; -28; 16; -6; 1}
12a_484,{-6; 6; 1; -4; 11; -22; 33; -42; 47; -44; 37; -26; 15; -6; 1}
12a_485,{-8; 4; -1; 4; -10; 19; -29; 37; -40; 39; -32; 23; -14; 6; -1}
12a_486,{-6; 6; 1; -5; 12; -22; 33; -40; 44; -41; 33; -23; 13; -5; 1}
12a_487,{-9; 3; 1; -4; 11; -21; 31; -39; 42; -40; 33; -22; 13; -5; 1}
12a_488,{-5; 7; 1; -3; 8; -14; 20; -25; 27; -26; 22; -15; 9; -4; 1}
12a_489,{-3; 9; 1; -3; 9; -17; 25; -31; 34; -32; 26; -18; 10; -4; 1}
12a_490,{3; 15; 1; -3; 9; -16; 25; -30; 33; -32; 25; -18; 10; -4; 1}
12a_491,{-6; 6; 1; -3; 7; -13; 20; -25; 28; -27; 22; -16; 10; -4; 1}
12a_492,{-6; 6; 1; -3; 8; -15; 23; -29; 31; -30; 25; -17; 10; -4; 1}
12a_493,{-5; 7; 1; -3; 8; -13; 19; -25; 26; -25; 22; -15; 9; -4; 1}
12a_494,{-6; 6; 1; -3; 9; -16; 23; -30; 32; -30; 25; -17; 10; -4; 1}
12a_495,{-1; 11; -1; 4; -10; 20; -28; 36; -39; 37; -31; 21; -12; 5; -1}
12a_496,{-3; 9; 1; -5; 12; -22; 33; -39; 43; -40; 32; -22; 12; -5; 1}
12a_497,{-6; 6; 1; -4; 9; -16; 24; -30; 33; -31; 26; -18; 11; -5; 1}
12a_498,{-4; 8; -1; 4; -9; 16; -23; 30; -32; 31; -26; 18; -11; 5; -1}
12a_499,{-6; 6; 1; -5; 11; -19; 28; -34; 37; -34; 28; -19; 11; -5; 1}
12a_500,{-4; 8; -1; 4; -8; 14; -19; 24; -26; 24; -20; 14; -8; 4; -1}
12a_501,{-4; 8; -1; 4; -8; 15; -22; 28; -31; 30; -25; 18; -11; 5; -1}
12a_502,{1; 13; 1; -2; 5; -7; 10; -12; 13; -13; 11; -8; 5; -3; 1}
12a_503,{-5; 7; 1; -3; 7; -11; 15; -19; 20; -19; 17; -11; 7; -4; 1}
12a_504,{0; 12; 1; -3; 8; -13; 19; -23; 24; -22; 18; -12; 6; -3; 1}
12a_505,{-9; 3; 1; -4; 9; -16; 22; -27; 29; -26; 22; -14; 8; -4; 1}
12a_506,{-6; 6; 1; -4; 9; -15; 22; -27; 29; -27; 22; -15; 9; -4; 1}
12a_507,{1; 13; 1; -2; 6; -9; 13; -16; 17; -17; 14; -10; 6; -3; 1}
12a_508,{0; 12; 1; -2; 6; -10; 15; -19; 20; -19; 16; -11; 6; -3; 1}
12a_509,{-3; 9; 1; -4; 10; -18; 27; -32; 35; -33; 26; -18; 10; -4; 1}
12a_510,{-6; 6; 1; -4; 9; -16; 23; -28; 31; -28; 23; -16; 9; -4; 1}
12a_511,{-11; 1; -1; 3; -6; 10; -15; 18; -19; 18; -14; 11; -6; 3; -1}
12a_512,{-8; 4; -1; 3; -7; 12; -17; 22; -23; 22; -18; 13; -8; 4; -1}
12a_513,{-10; 2; -1; 3; -7; 13; -20; 25; -27; 27; -22; 16; -9; 4; -1}
12a_514,{-10; 2; -1; 4; -9; 15; -22; 27; -29; 28; -22; 16; -9; 4; -1}
12a_515,{-5; 7; -1; 4; -8; 14; -21; 26; -27; 26; -21; 15; -9; 4; -1}
12a_516,{-3; 9; 1; -4; 9; -16; 25; -31; 34; -32; 27; -19; 11; -5; 1}
12a_517,{-2; 10; 1; -3; 7; -11; 16; -20; 22; -21; 18; -13; 8; -4; 1}
12a_518,{-5; 7; -1; 4; -8; 14; -19; 23; -24; 22; -18; 12; -7; 4; -1}
12a_519,{1; 13; 1; -2; 5; -8; 12; -15; 17; -16; 14; -11; 6; -3; 1}
12a_520,{0; 12; 1; -3; 7; -11; 16; -19; 21; -19; 15; -11; 6; -3; 1}
12a_521,{-2; 10; 1; -3; 6; -9; 13; -15; 17; -16; 13; -10; 6; -3; 1}
12a_522,{0; 12; 1; -3; 8; -13; 20; -25; 27; -26; 21; -15; 9; -4; 1}
12a_523,{-5; 7; -1; 4; -10; 18; -26; 32; -33; 32; -25; 17; -10; 4; -1}
12a_524,{-3; 9; 1; -4; 9; -15; 22; -25; 27; -25; 19; -13; 7; -3; 1}
12a_525,{-8; 4; 1; -3; 6; -11; 15; -19; 22; -20; 18; -13; 8; -4; 1}
12a_526,{-3; 9; 1; -4; 10; -18; 26; -31; 34; -31; 25; -17; 9; -4; 1}
12a_527,{-1; 11; -1; 4; -9; 17; -23; 29; -31; 29; -24; 16; -9; 4; -1}
12a_528,{-8; 4; -1; 4; -9; 15; -22; 27; -28; 27; -21; 15; -9; 4; -1}
12a_529,{-7; 5; -1; 4; -8; 15; -22; 27; -30; 28; -23; 17; -9; 4; -1}
12a_530,{-5; 7; -1; 4; -9; 17; -25; 32; -34; 32; -27; 19; -11; 5; -1}
12a_531,{-3; 9; 1; -3; 7; -12; 18; -22; 24; -22; 18; -13; 7; -3; 1}
12a_532,{-4; 8; 1; -3; 7; -11; 15; -18; 19; -17; 14; -10; 6; -3; 1}
12a_533,{-11; 1; -1; 3; -7; 12; -17; 20; -21; 20; -15; 11; -6; 3; -1}
12a_534,{-10; 2; -1; 3; -7; 12; -18; 23; -25; 25; -20; 15; -9; 4; -1}
12a_535,{-8; 4; -1; 4; -9; 15; -21; 26; -27; 25; -20; 14; -8; 4; -1}
12a_536,{-2; 10; 1; -3; 6; -10; 15; -18; 21; -20; 17; -13; 8; -4; 1}
12a_537,{-3; 9; 1; -4; 9; -15; 22; -26; 28; -26; 21; -14; 8; -4; 1}
12a_538,{1; 13; 1; -2; 4; -6; 9; -10; 12; -12; 10; -8; 5; -3; 1}
12a_539,{0; 12; 1; -3; 7; -12; 18; -21; 23; -21; 17; -12; 6; -3; 1}
12a_540,{0; 12; 1; -3; 7; -12; 19; -23; 26; -25; 20; -15; 9; -4; 1}
12a_541,{-2; 10; 1; -3; 7; -11; 17; -21; 23; -23; 19; -14; 9; -4; 1}
12a_542,{-1; 11; 1; -3; 6; -10; 15; -17; 19; -17; 14; -11; 6; -3; 1}
12a_543,{-3; 9; 1; -4; 10; -18; 28; -35; 38; -36; 30; -21; 12; -5; 1}
12a_544,{-5; 7; -1; 3; -8; 14; -19; 24; -24; 23; -18; 12; -7; 3; -1}
12a_545,{-4; 8; -1; 3; -7; 12; -16; 21; -22; 21; -17; 12; -7; 3; -1}
12a_546,{-3; 9; 1; -4; 10; -18; 28; -34; 37; -35; 28; -20; 11; -4; 1}
12a_547,{0; 12; 1; -4; 11; -19; 29; -35; 37; -35; 28; -19; 10; -4; 1}
12a_548,{-2; 10; 1; -2; 5; -8; 12; -15; 16; -16; 14; -10; 6; -3; 1}
12a_549,{-3; 9; 1; -2; 5; -8; 12; -16; 17; -16; 14; -10; 6; -3; 1}
12a_550,{-7; 5; -1; 3; -6; 11; -16; 21; -23; 22; -19; 14; -8; 4; -1}
12a_551,{-1; 11; 1; -3; 6; -9; 13; -14; 15; -14; 11; -8; 5; -3; 1}
12a_552,{-3; 9; 1; -3; 7; -11; 16; -19; 20; -19; 15; -10; 6; -3; 1}
12a_553,{-1; 11; -1; 4; -9; 17; -24; 30; -32; 31; -25; 17; -10; 4; -1}
